의안번호,대수,법률안명,제안자,대표발의자,공동발의자,상세페이지,소관위원회,제안일,처리상태,제안자목록링크
2116065,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,이수진의원 등 13인,이수진,"강민정,권인숙,노웅래,송옥주,신현영,안호영,양이원영,양정숙,윤건영,윤준병,주철현,최혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2E2L0I6W1D4A1Z7A2W6X1K5O6A2B1&ageFrom=21&ageTo=21,법제사법위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2E2L0I6W1D4A1Z7A2W6X1K5O6A2B1
2116064,21,금융회사의 지배구조에 관한 법률 일부개정법률안,이정문의원 등 12인,이정문,"김철민,문진석,민형배,박상혁,신동근,윤관석,이동주,이용우,이원욱,장철민,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2G2E0H6A0P9P1C6B0S8E5A1J5R1I1&ageFrom=21&ageTo=21,정무위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2G2E0H6A0P9P1C6B0S8E5A1J5R1I1
2116063,21,도로교통법 일부개정법률안,박광온의원 등 10인,박광온,"권칠승,김영배,민병덕,윤영찬,이병훈,이장섭,전용기,전혜숙,홍성국",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2K2Z0E6L1L7B1F5R2M2S0N5E0V0C6&ageFrom=21&ageTo=21,행정안전위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_V2K2Z0E6L1L7B1F5R2M2S0N5E0V0C6
2116062,21,아동·청소년의 성보호에 관한 법률 일부개정법률안,김영진의원 등 13인,김영진,"권인숙,김병욱,김윤덕,김주영,노웅래,박찬대,신영대,우원식,윤건영,인재근,전용기,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2X2H0F6B1L7J1X4V2M6K3N7R1G5E0&ageFrom=21&ageTo=21,여성가족위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2X2H0F6B1L7J1X4V2M6K3N7R1G5E0
2116061,21,병역의무이행자 지원에 관한 법률안,한기호의원 등 10인,한기호,"권명호,김도읍,김형동,노용호,신원식,유의동,윤주경,하영제,하태경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Y1N0G9Y0O7N1W7C0M2Q4E6T8A0S4&ageFrom=21&ageTo=21,정무위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2Y1N0G9Y0O7N1W7C0M2Q4E6T8A0S4
2116060,21,소상공인 보호 및 지원에 관한 법률 일부개정법률안,이주환의원 등 12인,이주환,"권명호,김성원,김영식,김예지,김용판,김학용,박대수,안병길,전봉민,정찬민,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2R2D0O6Q1U4S1W4N3G1S0I0E1O5Q3&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2R2D0O6Q1U4S1W4N3G1S0I0E1O5Q3
2116059,21,이스포츠(전자스포츠) 진흥에 관한 법률 일부개정법률안,김승남의원 등 10인,김승남,"김영호,노웅래,류호정,소병훈,신정훈,윤준병,인재근,정성호,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2K2T0X6I1K4P2Y3Q5S0V2Q3U9A3R4&ageFrom=21&ageTo=21,문화체육관광위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2K2T0X6I1K4P2Y3Q5S0V2Q3U9A3R4
2116058,21,교통·에너지·환경세법 일부개정법률안,김민석의원 등 10인,김민석,"강득구,고영인,박성준,양이원영,양정숙,오영환,이원욱,최연숙,최혜영",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2R2O0R4H2N1P1C4T0X1D4X2S9Y2X5&ageFrom=21&ageTo=21,민생경제안정특별위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2R2O0R4H2N1P1C4T0X1D4X2S9Y2X5
2116057,21,개별소비세법 일부개정법률안,서병수의원 등 11인,서병수,"권명호,박성민,백종헌,윤두현,이달곤,이양수,이종배,정우택,조수진,최승재",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2I2S0E6V0X8Y1W5H2D9M1P5J2I0N9&ageFrom=21&ageTo=21,기획재정위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_G2I2S0E6V0X8Y1W5H2D9M1P5J2I0N9
2116056,21,"국회의원, 대학교수 및 고위공직자 자녀의 의과대학등 입학전형과정에 대한 조사를 위한 특별법안",강민정의원등10인,강민정,"강득구,김병주,김의겸,신현영,양정숙,유기홍,윤미향,윤영덕,최강욱",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2U2M0Z5D2D7S1H0C0O6W1W9K7O1H1&ageFrom=21&ageTo=21,교육위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2U2M0Z5D2D7S1H0C0O6W1W9K7O1H1
2116055,21,식품산업진흥법 일부개정법률안,윤준병의원등10인,윤준병,"김수흥,김승남,노웅래,신정훈,양경숙,양정숙,오영환,임종성,장철민",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2U2M0A4B0A8H1Z1Q5R1Q1M8Z7V1A7&ageFrom=21&ageTo=21,농림축산식품해양수산위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_W2U2M0A4B0A8H1Z1Q5R1Q1M8Z7V1A7
2116054,21,공직선거법 일부개정법률안,김승원의원 등 10인,김승원,"고용진,김남국,김영배,신정훈,유정주,이상헌,장경태,전용기,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2S2U0I3O3W1B1L8G3X1P5A8A4X1F1&ageFrom=21&ageTo=21,행정안전위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_F2S2U0I3O3W1B1L8G3X1P5A8A4X1F1
2116053,21,보훈보상대상자 지원에 관한 법률 일부개정법률안,윤주경의원 등 11인,윤주경,"박진,성일종,송언석,신원식,전주혜,조경태,최형두,태영호,하태경,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2V2H0I6S1G5J0N9V3B9E4H3L0Y0Z4&ageFrom=21&ageTo=21,정무위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2V2H0I6S1G5J0N9V3B9E4H3L0Y0Z4
2116052,21,중소기업진흥에 관한 법률 일부개정법률안,권칠승의원 등 10인,권칠승,"고용진,김의겸,김정호,김철민,김태년,김회재,도종환,이용우,이원택",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2V2K0H5R2E5G0F9M3X2H2E4Z7T6H2&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2V2K0H5R2E5G0F9M3X2H2E4Z7T6H2
2116051,21,국회법 일부개정법률안,윤준병의원등10인,윤준병,"김상희,김수흥,김승남,노웅래,신정훈,안호영,양정숙,오영환,임종성",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2S2J0E4G0H8T1L1H4Y6W4Z5I9G6D5&ageFrom=21&ageTo=21,국회운영위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_M2S2J0E4G0H8T1L1H4Y6W4Z5I9G6D5
2116050,21,부가가치세법 일부개정법률안,유의동의원 등 12인,유의동,"강대식,김병욱,김예지,김학용,박성민,송석준,안병길,유경준,조명희,하영제,한기호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2U2J0F6L1Q5Q0L9R3L1M2I3W2F8D7&ageFrom=21&ageTo=21,기획재정위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2U2J0F6L1Q5Q0L9R3L1M2I3W2F8D7
2116049,21,독립유공자예우에 관한 법률 일부개정법률안,윤주경의원 등 11인,윤주경,"박진,성일종,송언석,신원식,전주혜,조경태,최형두,태영호,하태경,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2A2V0V6O1H5B0I9E3A8O4H3T8G2X5&ageFrom=21&ageTo=21,정무위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_X2A2V0V6O1H5B0I9E3A8O4H3T8G2X5
2116048,21,국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안,윤주경의원 등 11인,윤주경,"박진,성일종,송언석,신원식,전주혜,조경태,최형두,태영호,하태경,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2D2D0O6J1Y5Q0A9B3W6L4Q5P6Z2U8&ageFrom=21&ageTo=21,정무위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_A2D2D0O6J1Y5Q0A9B3W6L4Q5P6Z2U8
2116047,21,조세특례제한법 일부개정법률안,김수흥의원 등 11인,김수흥,"김경만,김교흥,김민철,김성주,김홍걸,안규백,양정숙,윤준병,이명수,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2X2H0I5A2E4T1F4T5V0L4W7E7X3M2&ageFrom=21&ageTo=21,기획재정위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_P2X2H0I5A2E4T1F4T5V0L4W7E7X3M2
2116046,21,위치정보의 보호 및 이용 등에 관한 법률 일부개정법률안,유의동의원 등 12인,유의동,"강대식,김병욱,김예지,김학용,박성민,안병길,유경준,윤한홍,조명희,하영제,한기호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2K2Y0H6N1T5V0I9L3B0L3E6G1B8M3&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2K2Y0H6N1T5V0I9L3B0L3E6G1B8M3
2116045,21,상속세 및 증여세법 일부개정법률안,김수흥의원 등 12인,김수흥,"김경만,김교흥,김성주,김윤덕,안규백,양정숙,유동수,윤재갑,윤준병,이명수,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2P2M0P5J2V4A1Z4Y5G1S4C0V7L3A1&ageFrom=21&ageTo=21,기획재정위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2P2M0P5J2V4A1Z4Y5G1S4C0V7L3A1
2116044,21,개인정보 보호법 일부개정법률안,유의동의원 등 12인,유의동,"강대식,김병욱,김예지,김학용,박성민,안병길,유경준,윤한홍,조명희,하영제,한기호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2T2T0F6M1Y5E0Q9B2Y9J4C2A9M0R4&ageFrom=21&ageTo=21,정무위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2T2T0F6M1Y5E0Q9B2Y9J4C2A9M0R4
2116043,21,아동학대범죄의 처벌 등에 관한 특례법 일부개정법률안,전용기의원 등 10인,전용기,"강훈식,김병기,김병주,김종민,송갑석,이병훈,이상헌,이성만,주철현",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2D2R0J5P2S6N1J6S5Z6Y2E2G3K6L5&ageFrom=21&ageTo=21,법제사법위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_Q2D2R0J5P2S6N1J6S5Z6Y2E2G3K6L5
2116042,21,신용정보의 이용 및 보호에 관한 법률 일부개정법률안,유의동의원 등 12인,유의동,"강대식,김병욱,김예지,김학용,박성민,안병길,유경준,윤한홍,조명희,하영제,한기호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2S2L0D6N1U5D0V9K2H8Q5X0N2J1D4&ageFrom=21&ageTo=21,정무위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2S2L0D6N1U5D0V9K2H8Q5X0N2J1D4
2116041,21,영유아보육법 일부개정법률안,윤재갑의원 등 10인,윤재갑,"강민정,김민철,문진석,신정훈,용혜인,위성곤,이개호,최기상,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2M2N0I5T1X7R1J0U5A8U2S7U2H2A0&ageFrom=21&ageTo=21,보건복지위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2M2N0I5T1X7R1J0U5A8U2S7U2H2A0
2116040,21,국민기초생활 보장법 일부개정법률안,조수진의원 등 10인,조수진,"강기윤,김도읍,김상훈,김선교,유상범,이주환,정점식,한무경,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2F2N0K6N0N7S1M6J3Q8P0S6U7P4F0&ageFrom=21&ageTo=21,보건복지위원회,2022-06-20,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2F2N0K6N0N7S1M6J3Q8P0S6U7P4F0
2116039,21,무형문화재 보전 및 진흥에 관한 법률 일부개정법률안,도종환의원 등 13인,도종환,"강병원,권칠승,김정호,김철민,박정,서동용,서영석,안민석,유기홍,유정주,인재근,조승래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2K2V0K5D1S3G1M1O2P4P5Z2B7N7S8&ageFrom=21&ageTo=21,문화체육관광위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2K2V0K5D1S3G1M1O2P4P5Z2B7N7S8
2116038,21,국어기본법 일부개정법률안,도종환의원 등 13인,도종환,"강병원,권칠승,김철민,박정,서동용,서영석,안민석,유기홍,유정주,이정문,인재근,조승래",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2N2Z0W4J2H6K1D4F5B2A1P4T6R1U0&ageFrom=21&ageTo=21,문화체육관광위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2N2Z0W4J2H6K1D4F5B2A1P4T6R1U0
2116037,21,방송법 일부개정법률안,도종환의원 등 11인,도종환,"강병원,권칠승,김철민,서동용,서영석,안민석,유기홍,유정주,이정문,인재근",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2M2U0L4J2J6V1V4W5P3X1C3Z4H2L7&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_L2M2U0L4J2J6V1V4W5P3X1C3Z4H2L7
2116036,21,고등교육법 일부개정법률안,조명희의원 등 11인,조명희,"김용판,박대수,박성민,배준영,서일준,유경준,윤창현,이종성,최춘식,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2X2Y0R5X1M1H0P9M2I8T0Q5F8M8N3&ageFrom=21&ageTo=21,교육위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2X2Y0R5X1M1H0P9M2I8T0Q5F8M8N3
2116035,21,지능정보화 기본법 일부개정법률안,조명희의원 등 15인,조명희,"김승수,김용판,박대수,박대출,박성민,배준영,서일준,유경준,윤창현,이종성,정우택,최춘식,한무경,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2V2X0C5D1C1R0I9G2G6P2B2T8P9C9&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2V2X0C5D1C1R0I9G2G6P2B2T8P9C9
2116034,21,이벤트산업 발전법안,도종환의원 등 11인,도종환,"강병원,권칠승,김철민,서동용,서영석,안민석,유정주,이병훈,이정문,인재근",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2Z2D0N4M2K6G1Z4I5G1C1R6X7O6G0&ageFrom=21&ageTo=21,문화체육관광위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2Z2D0N4M2K6G1Z4I5G1C1R6X7O6G0
2116033,21,의료법 일부개정법률안,이종성의원 등 11인,이종성,"구자근,김승원,김예지,박형수,윤상현,이성만,이학영,정우택,정운천,허종식",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2U2P0N5P0P9D1U7R2W6D4T4U3U5B0&ageFrom=21&ageTo=21,보건복지위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2U2P0N5P0P9D1U7R2W6D4T4U3U5B0
2116032,21,국유재산특례제한법 일부개정법률안,조승래의원 등 10인,조승래,"서동용,서영석,윤영찬,이상헌,이용빈,정일영,최기상,최종윤,한준호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2V2N0S6G1H6L1B1J2J7Z3S2Q9V5T7&ageFrom=21&ageTo=21,기획재정위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_D2V2N0S6G1H6L1B1J2J7Z3S2Q9V5T7
2116031,21,직업교육훈련 촉진법 일부개정법률안,조명희의원등17인,조명희,"김승수,김용판,노용호,박대수,박대출,박성민,배준영,서일준,유경준,윤창현,이종성,정우택,조경태,최춘식,한무경,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2U2R0G5T1Y1R0X9C2K7Y1Z8A1N6L8&ageFrom=21&ageTo=21,교육위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_N2U2R0G5T1Y1R0X9C2K7Y1Z8A1N6L8
2116030,21,영유아보육법 일부개정법률안,조명희의원 등 14인,조명희,"김승수,김용판,박대수,박대출,박성민,배준영,서일준,유경준,윤창현,조경태,최춘식,한무경,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2R2A0A5W1M1U0C9W2Y9Z0F2M8Y6G5&ageFrom=21&ageTo=21,보건복지위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2R2A0A5W1M1U0C9W2Y9Z0F2M8Y6G5
2116029,21,전기통신사업법 일부개정법률안,양정숙의원 등 11인,양정숙,"김성주,김수흥,박주민,안호영,위성곤,윤준병,이용빈,이장섭,인재근,한병도",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2G2Q0W6D0L7Q1K0Q0O1T5B6Q4T4W4&ageFrom=21&ageTo=21,과학기술정보방송통신위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2G2Q0W6D0L7Q1K0Q0O1T5B6Q4T4W4
2116028,21,조세특례제한법 일부개정법률안,김상훈의원 등 10인,김상훈,"강대식,김승수,김예지,유경준,유상범,이종성,임병헌,태영호,한무경",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2O2W0E6B1D7J1E3O4R3K3S1Z9Q1S5&ageFrom=21&ageTo=21,기획재정위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_J2O2W0E6B1D7J1E3O4R3K3S1Z9Q1S5
2116027,21,중대재해 처벌 등에 관한 법률 일부개정법률안,박대출의원 등 10인,박대출,"권명호,권성동,김상훈,이명수,이종성,이주환,정진석,조명희,지성호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2H2O0C6K1P6V1M6D4J7V2Q3T4M6O6&ageFrom=21&ageTo=21,법제사법위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_E2H2O0C6K1P6V1M6D4J7V2Q3T4M6O6
2116026,21,신체내부기관 장애인의 권리보장 및 지원에 관한 법률안,이명수의원 등 10인,이명수,"김도읍,김병욱,김상훈,김수흥,김승수,성일종,조명희,최춘식,태영호",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2P2P0I4T0S5S1A7D5V5T4J1K4P2F6&ageFrom=21&ageTo=21,보건복지위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_I2P2P0I4T0S5S1A7D5V5T4J1K4P2F6
2116025,21,국민건강보험법 일부개정법률안,박성민의원 등 14인,박성민,"구자근,김병욱,박대수,박덕흠,윤두현,윤주경,정동만,정우택,조명희,지성호,최춘식,태영호,하영제",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2O2J0F6S0U9O1S7O3W3J1N0D3P6C6&ageFrom=21&ageTo=21,보건복지위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_B2O2J0F6S0U9O1S7O3W3J1N0D3P6C6
2116024,21,발명진흥법 일부개정법률안,최승재의원 등 10인,최승재,"김성원,김용판,김형동,류성걸,백종헌,서병수,이주환,정우택,조명희",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2M2X0K1C1L1M1V1U4C4Z0U4U2J7K6&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_O2M2X0K1C1L1M1V1U4C4Z0U4U2J7K6
2116023,21,보험사기방지 특별법 일부개정법률안,이종배의원 등 12인,이종배,"구자근,김선교,김성원,박덕흠,배준영,성일종,이종성,이채익,조명희,최재형,홍문표",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2N2Y0R5Z2J3B1G4R4D4C4O2L9Y1A3&ageFrom=21&ageTo=21,정무위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2N2Y0R5Z2J3B1G4R4D4C4O2L9Y1A3
2116022,21,군인사법 일부개정법률안,김병주의원등19인,김병주,"강민정,김두관,김상희,김의겸,김진표,송옥주,신현영,안호영,유정주,윤재갑,이용빈,이용우,전용기,정일영,정태호,주철현,최기상,홍기원",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2K2Q0F6O1E4F1I3R5Z7N5T1N8E8A0&ageFrom=21&ageTo=21,국방위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_H2K2Q0F6O1E4F1I3R5Z7N5T1N8E8A0
2116021,21,은행법 일부개정법률안,노웅래의원 등 12인,노웅래,"고영인,김병기,김영진,김정호,양정숙,윤준병,이병훈,이용우,전용기,정성호,최기상",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2Q2W0V6F0J9V1L7T2M2E0B4W8D6A5&ageFrom=21&ageTo=21,정무위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_C2Q2W0V6F0J9V1L7T2M2E0B4W8D6A5
2116020,21,특허법 일부개정법률안,이동주의원등10인,이동주,"강득구,강훈식,김병욱,김정호,민형배,소병훈,양경숙,우원식,이정문",http://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2S2B0F6Y0U9T1R7B4Y9A5I6Z2R8D7&ageFrom=21&ageTo=21,산업통상자원중소벤처기업위원회,2022-06-17,null,http://likms.assembly.go.kr/bill/coactorListPopup.do?billId=PRC_R2S2B0F6Y0U9T1R7B4Y9A5I6Z2R8D7
